fall2018,CCE,101,"Trejo, David"
fall2018,CCE,201,"Arras, Tracy Lynn"
fall2018,CCE,422,"Ideker, Jason H"
fall2018,CCE,522,"Ideker, Jason H"
fall2018,CCE,526,"Gambatese, John A"
fall2018,CE,301,"Fradella III, Joseph John"
fall2018,CE,311,"Wengrove, Meagan E"
fall2018,CE,373,"Haines, Benjamin Zachary"
fall2018,CE,381,"Miller, Thomas H"
fall2018,CE,383,"Liu, Judy"
fall2018,CE,411,"Babbar-Sebens, Meghna"
fall2018,CE,412,"Babbar-Sebens, Meghna"
fall2018,CE,417,"Yeh, Harry"
fall2018,CE,420,"Gambatese, John A"
fall2018,CE,461,"Schultz, Robert J"
fall2018,CE,481,"Fischer, Erica Claire"
fall2018,CE,491,"Wang, Haizhong"
fall2018,CE,507,"Haller, Merrick Christian"
fall2018,CE,511,"Babbar-Sebens, Meghna"
fall2018,CE,512,"Babbar-Sebens, Meghna"
fall2018,CE,517,"Yeh, Harry"
fall2018,CE,520,"Gambatese, John A"
fall2018,CE,531,"Yim, Solomon Chik-Sing"
fall2018,CE,534,"Simpson, Barbara Gwynne"
fall2018,CE,536,"Zhu, Minjie"
fall2018,CE,540,"Babbar-Sebens, Meghna"
fall2018,CE,547,"Istok, Jonathan David"
fall2018,CE,561,"Schultz, Robert J"
fall2018,CE,566,"Olsen, Michael James"
fall2018,CE,572,"Ma, Yifei"
fall2018,CE,577,"Mason, Ben"
fall2018,CE,578,"Mason, Ben"
fall2018,CE,581,"Fischer, Erica Claire"
fall2018,CE,590,"Hernandez, Salvador"
fall2018,CE,595,"Hurwitz, David S"
fall2018,CE,630,"Haller, Merrick Christian"
fall2018,CE,640,"Hill, David Foster"
fall2018,CEM,342,"Louis, Joseph"
fall2018,CEM,343,"Fradella III, Joseph John"
fall2018,CEM,383,"Barbosa, Andre Ramos"
fall2018,CEM,407,"Fradella III, Joseph John"
fall2018,CEM,431,"Trejo, David"
fall2018,CEM,442,"Pestana, Catarina"
fall2018,CEM,471,"Fradella III, Joseph John"
fall2018,CS,101,"VanLonden, Pam"
fall2018,CS,160H,"Parham-Mocello, Jennifer"
fall2018,CS,161,"Goins, Justin Bernell"
fall2018,CS,162,"McKinley, Douglas E"
fall2018,CS,165,"Sanandaji, Anahita"
fall2018,CS,175,"Gretes, Michael"
fall2018,CS,199,"Ianni, Eric Brandon"
fall2018,CS,261,"Hess, Robin W"
fall2018,CS,271,"Redfield, Stephen James"
fall2018,CS,290,"Hess, Robin W"
fall2018,CS,321,"Schutfort, Julianne Marie"
fall2018,CS,321H,"Schutfort, Julianne Marie"
fall2018,CS,325,"Schutfort, Julianne Marie"
fall2018,CS,340,"Ramsey, Stephen A"
fall2018,CS,344,"Brewster, Benjamin C"
fall2018,CS,361,"Brindescu, Caius"
fall2018,CS,362,"Shaik, Jaki Sharief"
fall2018,CS,370,"Bobba, Rakesh"
fall2018,CS,372,"Redfield, Stephen James"
fall2018,CS,391,"VanLonden, Pam"
fall2018,CS,419,"Tadepalli, Prasad"
fall2018,CS,444,"Montague, Kyson"
fall2018,CS,450,"Bailey, Mike"
fall2018,CS,461,"McGrath, D Kevin"
fall2018,CS,466,"Bakos, Yong J"
fall2018,CS,467,"Brewster, Benjamin C"
fall2018,CS,468,"Burnett, Margaret M"
fall2018,CS,472,"Goins, Justin Bernell"
fall2018,CS,491,"Bailey, Mike"
fall2018,CS,492,"Hubbard, Jill"
fall2018,CS,493,"Ianni, Eric Brandon"
fall2018,CS,507,"Raich, Raviv"
fall2018,CS,515,"Borradaile, Glencora"
fall2018,CS,519,"Tadepalli, Prasad"
fall2018,CS,534,"Fern, Xiaoli Z"
fall2018,CS,544,"Montague, Kyson"
fall2018,CS,550,"Bailey, Mike"
fall2018,CS,561,"Scaffidi, Christopher Paul"
fall2018,CS,568,"Burnett, Margaret M"
fall2018,CS,572,"Goins, Justin Bernell"
fall2018,CS,578,"Bobba, Rakesh"
fall2018,CS,581,"Walkingshaw, Eric T"
fall2018,CS,599,"Mathews, V John"
fall2018,ECE,111,"Shuman, Matthew William"
fall2018,ECE,271,"Allstot, David James"
fall2018,ECE,322,"Anand, Tejasvi"
fall2018,ECE,341,"Shuman, Matthew William"
fall2018,ECE,351,"Nguyen, Thinh P"
fall2018,ECE,372,"Redfield, Stephen James"
fall2018,ECE,375,"Lee, Ben"
fall2018,ECE,416,"Conley Jr, John F"
fall2018,ECE,422,"Natarajan, Arun S"
fall2018,ECE,433,"Cotilla-Sanchez, Eduardo Jose"
fall2018,ECE,451,"Hollinger, Geoffrey"
fall2018,ECE,461,"Magana, Mario E"
fall2018,ECE,468,"Todorovic, Sinisa"
fall2018,ECE,472,"Goins, Justin Bernell"
fall2018,ECE,473,"Traylor, Roger Louis"
fall2018,ECE,499,"Bobba, Rakesh"
fall2018,ECE,507,"Raich, Raviv"
fall2018,ECE,516,"Conley Jr, John F"
fall2018,ECE,522,"Natarajan, Arun S"
fall2018,ECE,530,"Brekken, Ted K A"
fall2018,ECE,533,"Cotilla-Sanchez, Eduardo Jose"
fall2018,ECE,550,"Magana, Mario E"
fall2018,ECE,561,"Magana, Mario E"
fall2018,ECE,565,"Raich, Raviv"
