fall2018,CCE,101,"Trejo, David"
fall2018,CCE,201,"Arras, Tracy Lynn"
fall2018,CCE,422,"Ideker, Jason H"
fall2018,CCE,522,"Ideker, Jason H"
fall2018,CCE,526,"Gambatese, John A"
fall2018,CE,301,"Fradella III, Joseph John"
fall2018,CE,311,"Wengrove, Meagan E"
fall2018,CE,373,"Haines, Benjamin Zachary"
fall2018,CE,381,"Miller, Thomas H"
fall2018,CE,383,"Liu, Judy"
fall2018,CE,411,"Babbar-Sebens, Meghna"
fall2018,CE,412,"Babbar-Sebens, Meghna"
fall2018,CE,417,"Yeh, Harry"
fall2018,CE,420,"Gambatese, John A"
fall2018,CE,461,"Schultz, Robert J"
fall2018,CE,481,"Fischer, Erica Claire"
fall2018,CE,491,"Wang, Haizhong"
fall2018,CE,507,"Haller, Merrick Christian"
fall2018,CE,511,"Babbar-Sebens, Meghna"
fall2018,CE,512,"Babbar-Sebens, Meghna"
fall2018,CE,517,"Yeh, Harry"
fall2018,CE,520,"Gambatese, John A"
fall2018,CE,531,"Yim, Solomon Chik-Sing"
fall2018,CE,534,"Simpson, Barbara Gwynne"
fall2018,CE,536,"Zhu, Minjie"
fall2018,CE,540,"Babbar-Sebens, Meghna"
fall2018,CE,547,"Istok, Jonathan David"
fall2018,CE,561,"Schultz, Robert J"
fall2018,CE,566,"Olsen, Michael James"
fall2018,CE,572,"Ma, Yifei"
fall2018,CE,577,"Mason, Ben"
fall2018,CE,578,"Mason, Ben"
fall2018,CE,581,"Fischer, Erica Claire"
fall2018,CE,590,"Hernandez, Salvador"
fall2018,CE,595,"Hurwitz, David S"
fall2018,CE,630,"Haller, Merrick Christian"
fall2018,CE,640,"Hill, David Foster"
fall2018,CEM,342,"Louis, Joseph"
fall2018,CEM,343,"Fradella III, Joseph John"
fall2018,CEM,383,"Barbosa, Andre Ramos"
fall2018,CEM,407,"Fradella III, Joseph John"
fall2018,CEM,431,"Trejo, David"
fall2018,CEM,442,"Pestana, Catarina"
fall2018,CEM,471,"Fradella III, Joseph John"
winter2019,CCE,102,"Istok, Jonathan David"
winter2019,CCE,201,"Pestana, Catarina"
winter2019,CCE,203,"Arras, Tracy Lynn"
winter2019,CCE,422,"Ideker, Jason H"
winter2019,CCE,520,"Trejo, David"
winter2019,CCE,522,"Ideker, Jason H"
winter2019,CCE,552,"Louis, Joseph"
winter2019,CCE,621,"Isgor, Burkan"
winter2019,CCE,623,"Isgor, Burkan"
winter2019,CE,202,"Park, Jihye"
winter2019,CE,311,"Babbar-Sebens, Meghna"
winter2019,CE,313,"Cox, Daniel Thomas"
winter2019,CE,365,"Olsen, Michael James"
winter2019,CE,372,"Stuedlein, Armin W"
winter2019,CE,381,"Miller, Thomas H"
winter2019,CE,382,"Scott, Michael H"
winter2019,CE,383,"Simpson, Barbara Gwynne"
winter2019,CE,392,"Hernandez, Salvador"
winter2019,CE,411,"Lomonaco, Pedro"
winter2019,CE,413,"Arras, Tracy Lynn"
winter2019,CE,418,"Brown, Shane Adam"
winter2019,CE,420,"Turkan, Yelda"
winter2019,CE,424,"Pestana, Catarina"
winter2019,CE,427,"Gambatese, John A"
winter2019,CE,465,"Simpson, Chase Henry"
winter2019,CE,471,"Haines, Benjamin Zachary"
winter2019,CE,482,"Wallace, Nathaniel Michael"
winter2019,CE,484,"Martin, Kenneth Grant"
winter2019,CE,507,"Liu, Judy"
winter2019,CE,511,"Lomonaco, Pedro"
winter2019,CE,513,"Arras, Tracy Lynn"
winter2019,CE,514,"Istok, Jonathan David"
winter2019,CE,520,"Turkan, Yelda"
winter2019,CE,524,"Pestana, Catarina"
winter2019,CE,527,"Gambatese, John A"
winter2019,CE,532,"Yim, Solomon Chik-Sing"
winter2019,CE,537,"Scott, Michael H"
winter2019,CE,540,"Babbar-Sebens, Meghna"
winter2019,CE,544,"Hill, David Foster"
winter2019,CE,552,"Hurwitz, David S"
winter2019,CE,562,"Olsen, Michael James"
winter2019,CE,565,"Simpson, Chase Henry"
winter2019,CE,567,"Parrish, Christopher"
winter2019,CE,568,"Park, Jihye"
winter2019,CE,571,"Stuedlein, Armin W"
winter2019,CE,577,"Ma, Yifei"
winter2019,CE,580,"Fischer, Erica Claire"
winter2019,CE,582,"Wallace, Nathaniel Michael"
winter2019,CE,584,"Martin, Kenneth Grant"
winter2019,CE,589,"Miller, Thomas H"
winter2019,CE,590,"Wang, Haizhong"
winter2019,CE,594,"Hunter-Zaworski, Katharine"
winter2019,CE,631,"Hill, David Foster"
winter2019,CE,647,"Cox, Daniel Thomas"
winter2019,CEM,311,"Knowles, Jeffrey Nicholas"
winter2019,CEM,441,"Louis, Joseph"
winter2019,CEM,443,"Fradella III, Joseph John"
winter2019,CEM,472,"Fradella III, Joseph John"
winter2019,CEM,541,"Louis, Joseph"
winter2019,CEM,551,"Arocho, Ingrid"
spring2019,CCE,203,"Arras, Tracy Lynn"
spring2019,CCE,207,"Fradella III, Joseph John"
spring2019,CCE,321,"Isgor, Burkan"
spring2019,CCE,424,"Coleri, Erdem"
spring2019,CCE,520,"Isgor, Burkan"
spring2019,CCE,524,"Coleri, Erdem"
spring2019,CCE,525,"Gambatese, John A"
spring2019,CCE,554,"Natarajan, Ganapathy"
